"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,187880,148760,148640,138920,136720,140480,136720,139400,149760,160200,134680,134960,139920,NA
"C",1400,51120,103520,119640,116920,104840,103120,1280,53560,113320,115320,117560,140640,141280,1000,52920,97480,116360,115160,125240,115560
"D",640,64640,121000,127680,141960,142680,134680,920,70440,105280,135040,126080,142920,152160,1080,82320,122920,139680,153240,160240,152560
"E",920,62680,127600,136200,132720,141400,131640,1760,93360,156680,175640,160240,162200,146440,1280,88520,143840,149560,142200,159960,153760
"F",680,93480,132600,141400,144840,156880,146160,2320,97040,148080,154080,152600,174040,159600,3160,100760,156760,168000,163000,162160,162920
"G",2920,98640,164840,139120,171320,180600,162360,2680,128800,194000,173040,174640,147280,192280,2960,122760,180600,181000,189440,179280,177120
"H",1840,107520,150480,161000,163000,163800,155800,2320,111360,152120,139080,152160,150440,182440,2080,110640,167880,179360,169840,150720,182600
"I",2600,123080,157040,160280,155280,149240,144640,3720,111600,158880,158400,153360,187600,180880,4400,126360,173800,170960,151680,174400,169720
"J",4360,123040,162040,153840,141960,158240,188800,4520,129840,164120,148640,159560,176840,175080,4080,138120,137000,151960,181040,178880,151960
"K",3080,135280,170840,155960,145000,150960,138960,7960,106120,146680,167400,156440,161480,152760,6320,121760,149280,144320,157400,143840,154280
"L",111760,141400,148080,139720,141280,140160,137000,130840,153760,NA,NA,9360,109840,149400,148200,138320,144200,153480,NA,NA,NA
"M",112800,144240,153720,131120,124080,111920,114680,135920,141240,NA,NA,10320,118400,151840,142760,149360,138920,152880,NA,NA,NA
"N",129560,144680,146800,137480,136840,137960,133520,136160,144640,NA,NA,9440,111360,146800,143000,157240,125360,148120,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,131280,133400,133560,139600,134760,130320,127440,132480,132160,125920,125560,129000,124640,NA
