"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,86560,29480,27120,29680,27480,28480,30360,28040,21720,1680,720
"C",NA,74560,37000,39040,34360,31680,36040,33680,32360,21720,15240,640
"D",NA,86640,50600,41240,41480,36360,38320,42240,34080,26400,15680,680
"E",NA,82640,58200,45200,47480,35120,44960,44040,40680,24360,14840,680
"F",NA,88680,76040,73560,72080,63200,67760,68280,62520,38440,15680,800
"G",NA,85800,89360,81280,77600,72280,73240,75840,69960,44720,20600,1120
"H",89560,87960,91800,85120,86040,81720,94760,84760,82280,50240,24320,1240
"I",92920,90680,90280,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",NA,84800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",NA,92840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",NA,93240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",NA,89560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,83360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O",NA,86120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
