"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164160,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168520,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173600,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188720,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189560,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163280,NA
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,188920,183680,180200
"I",165880,164200,167600,169760,193040,176800,179440,174520,209960,179760,172720,171600
"J",168920,160040,159920,160280,185920,180600,173840,172040,190000,160880,179360,NA
"K",163320,161240,153280,157560,185080,166720,160480,162240,186320,177440,167720,NA
"L",147320,148360,146760,149520,167840,163480,162400,159760,165720,155880,159600,NA
"M",147200,144920,147080,149440,161400,149600,144320,155240,164160,152640,155880,NA
"N",134040,129360,128600,140800,140000,146800,144680,148600,138040,139000,162760,NA
"O",68800,57320,67280,61800,70040,66800,68920,64880,75720,75000,153120,NA
