"","2","3","4","5","6","7","8","9","10","11","12"
"B",8040,14240,21200,25480,37640,40680,49360,54640,49080,58800,280720
"C",26240,34520,37240,43360,42600,51840,63200,65280,76400,108840,272480
"D",36000,45640,50120,59280,80040,101600,149680,168440,175240,202720,287440
"E",39280,49360,53640,70800,100440,116160,176760,186880,226200,232720,284280
"F",42720,54880,61360,81840,105200,145320,184440,215080,229160,273520,295200
"G",44240,62400,77880,81360,91240,130760,176880,208440,231920,275000,288280
"H",49080,57800,71920,82160,123680,150400,155400,190840,207720,248160,248000
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,272280,259760
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277040
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258400
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261480
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237320
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285280
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228280
