"","2","3","4","5","6","7","8","9","10","11","12"
"B",49040,46360,48600,45000,54080,47320,48080,46240,51120,49720,199560
"C",71720,82520,90040,88000,85880,93800,104200,108000,121680,138040,176760
"D",129920,150600,141800,163360,167560,180000,190400,194760,203320,217200,217880
"E",141520,162720,170320,176360,210880,210960,224000,226080,217840,224600,207920
"F",197160,207480,218200,228160,220400,231120,222480,225160,199920,210000,223240
"G",181600,207800,219000,229360,226000,227320,211360,194360,190800,185160,235440
"H",195280,199320,217360,210040,218480,223360,187960,227760,224440,206160,221920
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,175320,228480
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199840
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197120
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208640
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268480
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220400
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172360
