"","2","3","4","5","6","7","8","9","10","11","12"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140880
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155640
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147000
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156480
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153480
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163480
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,163240,157080
"I",80320,95800,117080,122400,145120,145240,147320,151800,153000,168920,154000
"J",84280,101200,115600,133720,144200,149160,145920,160240,158240,154760,169600
"K",69960,94000,106960,125320,136040,141560,152240,155760,172160,172480,159760
"L",57400,79120,100120,101320,111840,126840,122840,145160,139480,132880,146080
"M",43440,65400,84920,98000,101040,111080,112480,118560,122280,119320,144160
"N",25440,34880,54720,65760,76480,72520,93360,96960,89880,91280,158560
"O",1640,2120,3920,6760,8800,12720,15840,17040,18520,21760,146000
