"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92320,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82760,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89080,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85880,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89080,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63320,NA
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,63840,64240,64640
"I",320,480,4040,5000,24960,62680,71560,72360,76600,75960,80520,81400
"J",560,640,1360,3720,21120,60720,65760,72600,64280,66440,75240,NA
"K",480,960,1920,3640,19280,69680,82480,83280,73560,83240,85560,NA
"L",360,880,1240,2960,9720,44400,58720,65600,49720,57160,81360,NA
"M",440,600,1200,2200,6960,28040,38320,44080,33520,42920,78360,NA
"N",520,720,840,2640,6960,27080,34320,39160,29120,38760,80280,NA
"O",800,1120,2120,3960,12400,23000,26720,28680,25160,29000,79520,NA
