"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79480,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75240,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74000,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77520,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79240,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80400,NA
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,75360,79560,77120
"I",91560,81520,75080,89520,92720,81160,80320,84520,93240,83280,80720,84960
"J",91240,77440,74640,73400,89640,78280,75400,73040,84440,75240,77720,NA
"K",89360,77440,84800,83320,88520,80520,83120,77320,95640,96440,80760,NA
"L",89160,74400,72120,77600,86440,79280,76480,75240,87760,92560,75520,NA
"M",85960,77160,82480,71960,79800,76800,76400,78560,79160,74480,84800,NA
"N",84600,74160,65760,71800,72360,75120,72080,70720,74240,72560,76720,NA
"O",42760,38480,35240,37840,44080,38320,43160,42800,44880,34120,94800,NA
