"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,145800,140680,145440,141080,144960,142000,148400,139680,146640,141600,145440,142280,137640,NA
"C",3200,25000,41720,52120,46000,45400,51480,4280,25000,43880,53800,57080,55000,55120,3320,27360,45720,53320,53160,53120,47560
"D",5520,38160,59640,75520,73720,76080,78640,5120,40000,66760,77720,79080,78400,74600,5240,38480,61920,69720,76280,71720,67960
"E",6960,50960,89160,85760,78880,86320,87040,6040,56240,91040,99080,102880,102240,93920,7440,51280,89200,93600,92480,84960,86160
"F",10000,71960,89800,97440,102320,105520,106880,6960,74440,91640,103080,101760,104640,104880,9440,65560,93520,93600,92680,95720,101520
"G",10600,78040,110480,111840,95240,105520,115640,12520,91680,119520,127760,116000,114640,116360,13480,75600,103320,113320,113080,111000,104520
"H",13840,80160,106120,115400,115000,117360,125680,14720,96240,112480,119120,113960,115720,122080,13680,86320,102840,105200,110200,113160,113280
"I",13360,97560,120080,129720,105880,118840,132880,16600,103880,124440,127120,125240,122760,131160,19760,97320,115280,111960,123680,117760,127200
"J",22680,96840,119600,124480,131800,120880,129440,17280,96960,122880,126040,128160,136840,124600,20040,101240,119320,134600,122920,123000,126720
"K",23280,121320,129960,121880,117480,123800,128120,29440,122840,129200,131920,130320,127920,140720,20120,104120,118320,130360,123560,121680,126200
"L",55360,71840,94040,109200,114320,114000,142000,129840,129800,NA,NA,29440,120720,136360,132160,138240,132040,133720,NA,NA,NA
"M",52640,79280,96840,99000,100520,109400,120240,137240,131600,NA,NA,33720,118960,131280,131720,127440,136360,132240,NA,NA,NA
"N",54680,70000,95640,105000,110160,123000,132040,128160,132840,NA,NA,31200,120680,127320,133160,126960,138600,132240,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,145360,151680,144920,139200,140680,139000,139240,135120,127160,125960,135240,123480,124200,NA
