"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183080,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197960,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197960,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195040,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221920,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204920,NA
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,210400,206360,215480
"I",2080,12480,32640,86520,148320,172760,191480,211080,212760,212880,219160,207640
"J",1400,12760,26720,81840,147960,174800,192720,210680,199480,210520,201000,NA
"K",1360,11840,33080,84560,140600,168920,188240,191680,200760,206960,209560,NA
"L",1280,11760,29560,78080,136200,177840,185960,195920,197800,202160,204080,NA
"M",1240,11040,32080,78760,140680,181680,185800,197840,211280,205320,195880,NA
"N",1320,10280,26840,72800,131800,156080,172120,191080,180120,189040,196720,NA
"O",1600,10280,25080,54400,89000,131560,136560,149880,157840,152880,176960,NA
