"","2","3","4","5","6","7","8","9","10","11","12"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199560
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176760
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217880
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207920
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223240
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235440
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,206160,221920
"I",63600,83240,94400,93680,142800,129520,186880,172000,184840,175320,228480
"J",82000,92720,102400,131120,127840,145080,159080,175400,197240,168160,199840
"K",56160,59840,74960,90120,106360,132440,149760,167560,192160,170680,197120
"L",30760,36920,45600,65000,87480,106440,131120,152640,190840,244760,208640
"M",26680,30120,34640,37680,56160,74920,100760,135440,162120,238520,268480
"N",18840,22120,24920,30960,35880,40720,45600,60080,79160,126720,220400
"O",19600,22360,23320,26960,25960,30640,33480,39680,40680,56160,172360
