"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",150840,60920,62280,53240,56280,53640,75880,63960,65600,56760,144640,NA
"C",109080,118560,116760,127960,127280,120200,119640,138920,132440,132160,141960,NA
"D",136360,132920,130040,126880,133240,135280,147080,135600,135680,134840,138600,NA
"E",149960,139160,128920,138040,153680,152760,156200,154240,164200,151280,146680,NA
"F",158160,149040,142160,155960,145120,150040,160520,162480,156960,146720,151360,NA
"G",143680,146560,142360,142680,158360,143600,159840,156280,156680,146440,141200,NA
"H",156760,156040,150360,154600,147640,143560,166560,165680,160320,152880,156840,157600
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,156800,153280,147200
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135480,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146000,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131720,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155800,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124560,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151960,NA
