"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",1720,2080,2560,3720,10280,20640,30320,31040,33600,36680,223080,NA
"C",7600,10200,15000,23720,40800,52320,65840,74760,77920,83240,223240,NA
"D",9520,11840,17000,30440,57200,67920,93160,113840,119640,129600,230760,NA
"E",8360,10440,17600,28800,54200,79320,151600,186440,192440,214840,209280,NA
"F",12840,15600,24360,40560,61080,114360,217160,225240,225320,230120,220360,NA
"G",14360,20200,27200,44800,67840,118000,226280,221680,221440,221480,221440,NA
"H",15720,21640,33640,45080,61560,110040,228640,227000,224520,227840,220960,224400
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,225600,222720,225640
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226600,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219800,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229520,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222960,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232320,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212600,NA
