"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"C",11680,26280,40600,49840,53400,42560,35760,39880,46680,211600,211680,7360,16800,25840,32160,39680,37360,45600,42400,50400
"D",69120,102360,86440,75640,89920,80640,91560,86640,85160,212560,213160,72320,79840,79040,83360,83040,79560,90600,94920,88920
"E",98120,102240,79240,74880,93760,97840,116240,126080,133560,210560,222400,104600,90040,79560,91200,91280,114160,126400,132120,149120
"F",99880,87200,85040,97360,119880,139800,157480,170120,168800,211880,231480,95560,84080,88200,106720,125160,142280,151320,168160,166360
"G",94640,77640,91880,105640,132280,144080,161000,170000,169120,210160,226000,98240,84280,91240,109560,143800,156400,170160,172880,176840
"H",100960,78720,90760,110520,131480,153800,171840,168840,174720,206480,215680,88000,81600,90880,111880,139200,154800,160280,182680,187400
"I",85080,66360,79440,99760,125960,140160,150800,164160,172760,208560,218800,89600,77720,81320,107960,135760,145240,159080,164960,183080
"J",89080,71240,81320,102400,125240,154080,166120,172360,179160,213120,221600,89320,69360,80240,106720,139760,155560,169040,175560,186520
"K",83760,65360,70160,100960,130200,145720,150480,166840,188320,213000,215560,87680,64840,76800,98720,134720,155760,160440,186680,194320
"L",113040,110600,125120,150880,165320,179440,198560,199600,210200,209480,217720,55680,136120,167840,193400,213000,202920,218080,222560,219360
"M",87880,93280,131880,149200,152000,162840,177520,186120,188960,212360,207440,51720,119680,168600,179800,207200,202080,206360,211360,205720
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,207280,217080,NA,NA,NA,NA,NA,NA,NA,NA,NA
