"","2","3","4","5","6","7","8","9","10","11","12"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154080
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150480
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153800
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159000
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173360
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158280
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,193480,146960
"I",72240,89600,115200,134200,153800,167120,182640,192240,193720,166080,182280
"J",70040,89280,114960,145560,157520,179440,178080,190880,194320,187680,156720
"K",48480,80800,107040,140280,150120,180480,172880,181080,184400,205480,176840
"L",36320,61320,93960,121280,144480,158200,165680,175440,171600,169720,170600
"M",27280,52200,77960,107240,122920,123680,120400,147160,146720,146360,137280
"N",14520,28080,45920,65560,82520,95640,99720,105920,111400,111480,122960
"O",1400,1600,2240,3920,6280,9960,12320,14840,17480,19280,153280
