"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",3440,5480,10960,19080,22960,24080,24400,26040,26640,30080,89280,NA
"C",6640,4920,8960,17000,22960,27640,26840,31680,31240,39320,80800,NA
"D",4640,5720,12880,19320,24040,30680,33080,35280,35800,41040,90280,NA
"E",2960,6840,12080,19080,21320,25440,22760,24480,26760,27040,81040,NA
"F",5600,6720,11000,17400,22800,29440,31360,31640,32720,40560,90240,NA
"G",5480,6360,12360,19800,26240,29480,31800,33720,30680,41560,83760,NA
"H",5680,9120,30440,55960,73000,86120,88080,84520,90080,86920,91360,91360
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,91520,99120,86880
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87160,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93560,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87360,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83200,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90920,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94840,NA
