"","2","3","4","5","6","7","8","9","10","11","12"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280720
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272480
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287440
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284280
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295200
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288280
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,248160,248000
"I",39840,55040,74160,80160,98160,130680,295320,201160,215040,272280,259760
"J",40080,62240,59080,88320,134040,167000,195000,220640,209760,243960,277040
"K",32760,45760,65240,82120,125200,141960,186200,207920,214040,241440,258400
"L",19760,28280,36600,52280,79120,115280,160800,163440,202120,235200,261480
"M",11560,14840,21320,27640,34040,47160,88400,120200,124200,208760,237320
"N",9800,15120,15600,22360,29200,33680,49400,57280,69600,101840,285280
"O",9320,13880,16840,21440,29720,34000,43360,49840,50760,56440,228280
