"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,197960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",NA,202760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",NA,200640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",NA,211360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",NA,206040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",NA,212600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",215840,220000,217320,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",222800,223680,216360,206320,205200,205880,223160,213520,201000,201280,150400,180880
"J",NA,206360,213920,198840,207040,206480,210280,203240,196000,207560,144720,182760
"K",NA,214040,205200,207280,189840,199240,212000,205480,195760,184120,182200,178160
"L",NA,205480,196120,193680,186480,196280,189680,193480,2e+05,196800,174800,185520
"M",NA,210160,202480,200400,209720,199440,198840,198120,186080,207840,191520,151080
"N",NA,212760,204080,197040,196800,194200,194880,196480,184840,195080,184560,185040
"O",NA,199560,67680,67040,72000,92640,69160,64640,68920,64680,62600,90360
