"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",6720,7360,10840,12280,16320,25640,33360,42520,35120,37640,195920,NA
"C",20320,35200,54960,79720,106160,145640,148560,153080,161520,160880,198720,NA
"D",23320,38120,58960,87040,127520,146360,166240,169600,170040,177000,197760,NA
"E",24600,40480,54840,80160,116760,153800,158920,164040,174280,196000,203720,NA
"F",26880,44440,65360,99600,135560,168480,187680,198080,200800,198720,212400,NA
"G",27720,44280,67000,116080,131560,168040,188360,207200,206320,210200,210880,NA
"H",29640,46960,65960,87560,132960,177800,190200,204040,206840,205080,209800,211640
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,211960,216640,226600
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204360,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186360,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193600,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194720,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194280,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191600,NA
