"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",28644,31886,33240,28925,30829,27412,32255,25635,31558,25441,34828,29235
"B",33732,10599,10654,13663,19154,19960,22853,22076,26146,21702,23468,19908
"C",31640,10526,15569,15051,17979,23553,25826,26864,27552,23794,27110,22636
"D",33528,13668,18790,19455,25332,26897,28835,30120,29716,27748,26308,20313
"E",31763,11222,17444,19113,23271,24819,30094,29191,36795,27663,25876,23511
"F",30277,12803,17746,20326,23873,24432,33281,29624,32312,29696,25900,28777
"G",26226,12728,11127,19782,19637,24977,25910,26994,27489,29072,23341,26221
"H",27057,26545,33364,32992,32163,29959,33138,28016,25532,25778,26429,28593
