"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",89,88041,84909,93235,84449,91752,86722,90676,77696,87274,79108,77050
"B",74,154,261,279,286,332,357,336,342,327,385,71865
"C",52,10143,8901,15024,16428,23815,26658,23720,24556,27026,26177,79022
"D",43,14685,18306,22968,30359,35719,43128,41413,49477,42225,46567,82004
"E",82,9464,12846,17391,19915,31848,41008,50723,51552,49343,54555,85954
"F",129,8096,11544,15882,24766,32733,44869,48796,53442,55107,51562,87704
"G",203,89836,91825,106946,101890,90764,103286,79710,83226,95585,79137,82105
"H",170,91432,88820,89053,88298,87178,97890,88610,91186,85529,91111,79518
