"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",39514,35837,43239,43455,36372,42097,31269,34226,34808,27468,22310,32306
"B",44031,239,191,191,206,194,179,203,188,182,210,30621
"C",44768,20160,19020,20398,19160,22286,23265,19807,26995,19802,18940,30334
"D",37599,24226,24808,28802,28021,32992,34966,32354,43117,37271,27905,32488
"E",40517,25650,26609,28306,23900,32369,34753,30519,33736,30973,28326,29929
"F",43820,25545,26099,26054,28840,32586,37578,34260,36714,32436,28081,32382
"G",37343,30680,31953,28380,30196,37470,44133,39244,35371,35682,296,11360
"H",40300,47154,46046,42319,47229,45143,43583,35127,40954,36990,31896,35262
