"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",148,114467,140924,140593,158362,114209,135927,100302,137525,131317,114503,104326
"B",105,4245,5126,5041,5281,5555,5690,6034,7043,6316,7235,157268
"C",65,5104,5710,6142,7343,6769,6538,7693,7463,7986,7048,134973
"D",46,5430,6104,7042,7547,8205,7279,10195,9602,9113,8976,146231
"E",57,6746,7823,8086,7945,9567,12220,10773,10581,12842,10426,125740
"F",111,13478,18094,23520,23512,20084,23520,24139,27137,23393,26283,137280
"G",246,88341,117279,120664,129829,100299,116748,105315,120921,108626,112371,115437
"H",183,103974,116774,127842,115299,119574,110294,124631,130899,112899,119599,130033
