"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",109569,142464,149960,151193,141364,143612,148096,143209,136237,145866,129694,123312
"B",124116,79268,102475,83895,85591,91648,106557,104716,91503,96681,111926,134510
"C",112445,88465,123269,93060,144244,109905,141918,124241,107497,127081,117935,142193
"D",122010,104086,95200,103174,89982,99487,105852,112653,99658,100886,115965,124114
"E",131373,133483,153952,141036,153908,153735,163955,150337,145838,148093,156447,148098
"F",135808,139037,191405,144582,178843,153357,196162,174640,160989,134178,158726,159728
"G",139574,150475,167077,158786,168064,165731,161961,154315,169661,160606,162190,145593
"H",119089,143051,149856,147003,145193,140894,152863,150999,155626,141632,140633,132746
