"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",77723,80280,87367,79674,96320,105591,87206,75121,100553,78383,92509,92340
"B",88052,52489,49284,54634,48245,63914,67500,64992,69740,68362,66254,92984
"C",80403,48060,49866,51083,54997,61519,64627,54231,75446,66319,72381,92699
"D",93711,64753,68436,69843,70185,76671,80589,76587,89715,82866,82374,94893
"E",96048,81842,75190,81555,79630,87416,84974,86289,82352,83906,89632,99822
"F",93263,84849,84264,85350,83802,85965,93298,89350,91110,88608,92124,98356
"G",99034,82859,85653,87692,87455,83805,93358,86313,93141,84927,93888,96724
"H",82943,91550,102320,104755,100597,95719,97030,91235,110836,97291,89030,88315
