"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",80,58413,60509,70571,51972,55905,80517,66484,81533,68522,81291,62938
"B",98,2340,2348,3285,2133,2518,2398,2316,1833,1873,2106,66813
"C",112,9475,13688,14186,15869,8359,8943,6302,5667,6644,8357,62283
"D",197,54856,55696,64593,51912,61006,53212,51378,45830,45932,47214,63232
"E",307,89888,110111,104355,108456,116505,99773,88336,75510,78236,83230,73134
"F",292,83973,102976,111713,91674,107567,101244,86098,74175,77824,72476,66170
"G",248,71846,80024,84005,80312,86985,80436,72882,70437,69783,65299,67160
"H",199,54801,65538,65417,65358,68823,83568,60000,63324,59409,55285,68080
