"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",75,50309,53529,57664,53486,62249,53967,56830,52486,60439,49523,45606
"B",66,14226,21039,24031,29308,28359,37008,34042,33287,34848,32066,52213
"C",71,15033,20043,23101,26324,31073,33951,36057,30340,35699,30155,54635
"D",51,16260,19044,24341,30552,32731,34942,40541,37713,33269,36916,56215
"E",117,19180,22782,28484,29562,43754,38022,38509,41191,35204,38006,59165
"F",98,18228,21308,29778,27608,39262,35832,43581,36908,45381,39579,54200
"G",108,56153,58390,72008,72432,70758,60825,72539,57092,56916,57139,38577
"H",86,41497,52460,50808,54602,63409,51784,53338,55110,50189,49016,36077
