"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",8264,8863,11473,9854,12406,12352,10079,11745,10266,9743,9579,8780
"B",8199,32,33,38,33,16,39,28,17,30,29,8146
"C",10583,29,18,23,18,2,22,26,18,41,60,12977
"D",9344,91,43,68,135,200,381,887,3745,3198,4818,8833
"E",7315,97,131,144,345,169,962,1375,4532,5359,8181,12337
"F",8100,186,88,195,246,401,1233,2045,3973,6023,9968,12662
"G",9020,128,175,160,314,1107,1626,4232,8944,9242,12011,12110
"H",6975,11943,8715,12451,11802,9300,8514,12193,12419,9341,13360,8423
