"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",250165,307371,291272,259879,288246,292779,197335,257733,230499,227917,230492,274550
"B",339023,1667,1176,1054,1027,955,988,876,924,984,1183,221917
"C",352657,79844,45398,43793,45123,39119,31945,40034,37139,43561,60873,298066
"D",380671,295827,288453,292758,303930,323555,329934,320855,293098,333990,231890,277324
"E",368890,333385,335458,337280,337150,355005,361356,364709,364724,347165,323741,357662
"F",382452,342113,368784,344833,349175,373893,373377,367398,355602,352289,334521,339111
"G",366803,377427,351174,357113,356432,385101,378053,366137,356679,367553,324392,320517
"H",334300,359869,358101,348151,356490,337418,319431,326646,308179,304548,268489,312490
