"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",14,7438,18057,14421,19372,15436,20228,18606,19120,13325,16969,12914
"B",10,34,75,70,143,981,4152,5051,7612,4766,5828,14627
"C",3,16,37,25,203,751,2451,5454,3933,5720,4102,15627
"D",2,11,44,30,106,952,2008,4226,4937,5568,4854,28196
"E",3,28,20,71,139,1010,3558,6639,5175,5320,5055,17132
"F",12,18,24,60,168,1510,5829,5288,5988,7496,2904,21614
"G",23,96,333,825,1819,12897,12004,12103,20637,16799,12812,16974
"H",12,11958,9339,6905,11034,10185,18475,12984,12721,7323,14436,13141
