"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",76,72318,68836,71203,74544,73186,76031,69849,66421,71578,80774,75176
"B",43,93,145,146,175,167,183,181,211,242,301,49063
"C",12,37,39,59,50,75,102,99,196,339,378,46783
"D",10,24,36,26,58,230,873,2964,9981,17973,18736,45547
"E",9,55,30,88,347,1829,7436,20677,36477,49075,44246,56981
"F",20,91,90,191,402,2373,7492,18782,36675,47495,46884,42569
"G",64,153,214,331,595,3310,8033,23907,41558,50707,58684,49844
"H",95,62435,60256,67531,77320,67012,65983,67147,68517,60517,58642,48852
