"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",83050,86482,86301,87143,85664,84470,86464,86752,83423,85785,81469,78837
"B",92613,8525,9120,11349,11539,13136,12505,14085,10529,11043,12464,85381
"C",96172,22419,22579,20705,22724,25748,26015,26834,30234,24798,31007,83342
"D",96282,59769,65322,62969,68015,69732,73424,74814,77473,74030,84331,85098
"E",100053,79987,91221,94530,88752,83786,89839,93486,93242,89912,97377,87799
"F",100101,92080,91437,90638,86885,88585,96341,102555,102656,101108,97695,86133
"G",96547,89036,94565,86811,81529,87598,90873,96284,93959,94314,99276,80816
"H",88161,90296,89801,88500,90787,93290,92372,84392,89893,75303,85705,71779
