"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",63,61420,50741,61244,56381,57250,58654,54304,53740,53201,52483,57591
"B",40,101,130,166,169,142,155,205,209,238,288,44134
"C",11,40,40,51,53,99,166,183,346,366,584,54788
"D",6,21,37,25,74,255,1774,3491,9777,17424,16277,64003
"E",7,60,78,111,362,3317,9826,20090,36245,47598,56813,61662
"F",14,135,145,192,588,3269,11269,23900,41891,55419,58407,57340
"G",58,185,232,341,796,3164,11284,24984,47419,57156,60757,65515
"H",69,68929,65118,66581,65242,67322,83863,63173,70663,66506,56467,67306
