"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",37,19930,22991,26195,24508,36134,30023,36821,26454,24764,29099,34000
"B",22,112,123,163,272,777,1897,6516,10670,16261,25422,21421
"C",8,199,204,192,601,2477,6619,15686,24587,33483,39592,26522
"D",6,148,131,187,800,2286,8490,18662,38044,48121,46563,34716
"E",10,72,102,220,426,1775,7064,11721,27919,34275,35849,27395
"F",5,95,88,114,501,1672,5735,14216,22042,29170,28896,29497
"G",25,140,198,287,673,2697,8446,19869,36814,27232,33651,39896
"H",38,26520,34283,34356,28327,34437,40647,36764,38161,35325,25002,24768
