"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",78,48202,44922,52693,51753,57318,52340,67983,58266,70852,57174,53532
"B",49,127,164,174,183,185,223,233,307,345,377,49757
"C",22,670,407,816,630,1977,3968,14019,19220,29733,25033,52584
"D",9,771,1120,1188,2958,4681,14448,23307,37097,41386,46407,51743
"E",16,861,992,1292,2509,5186,15502,26339,46607,43125,41365,52650
"F",23,1044,3936,1686,2702,6354,18106,35440,43170,52049,49844,54708
"G",51,1991,1850,2579,3876,9223,21023,47814,54282,58170,55259,55717
"H",85,44266,53669,53018,55988,51497,69922,54388,80253,62118,75480,52486
