"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",194413,236894,230313,218639,222518,226035,200689,174985,224673,208338,220286,290012
"B",280831,207639,236558,265211,198996,207431,194877,211108,203845,188367,216000,240662
"C",262956,274985,279264,277527,279427,271932,268283,304557,322641,273709,238861,254783
"D",287022,289929,300117,301941,305537,305811,313090,307099,320944,293648,271377,285539
"E",279049,325025,308349,314462,330529,330620,337544,327790,323700,343687,267999,275631
"F",284383,311932,310482,335667,326310,327450,336734,333286,328146,325066,299740,239663
"G",280181,358205,329492,337890,338526,328942,335737,333377,321749,336566,300192,262622
"H",212437,314354,309769,308002,307503,293657,302605,306064,296214,298472,283465,298881
