"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",50,44767,45374,53627,39560,44004,45971,48287,47468,48405,41452,45369
"B",61,100,182,223,181,201,223,196,245,235,238,45601
"C",65,24281,24588,29098,28039,33561,26272,28745,26839,28407,24413,66888
"D",55,23429,22274,28466,32094,28156,32450,35661,35927,32988,32727,47022
"E",70,15402,20162,26176,25170,27623,27132,34880,32652,38942,29430,53946
"F",107,22490,24142,23444,34547,41068,40319,34426,39237,31594,38339,45156
"G",121,53736,55292,63457,53576,66490,61937,60297,54835,62777,58972,48273
"H",108,47478,65534,51039,62067,53746,52835,46192,48713,44041,44131,35014
