"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",65,62915,65619,75635,64110,67753,68449,74626,72069,70775,50009,43903
"B",61,113,162,203,182,173,191,204,225,166,248,50449
"C",38,246,315,573,212,184,714,422,498,221,637,36420
"D",58,23497,26311,28035,37090,36476,40179,44259,38944,39556,44683,36460
"E",82,23194,27001,29140,33526,38583,36070,36665,48884,44364,43155,49703
"F",115,17082,21322,27919,28261,31389,36628,35557,41377,41508,46959,49207
"G",128,53588,68472,58416,75327,80523,68438,62392,69307,70577,56079,42041
"H",95,50466,65420,62736,70132,57505,68232,62283,77568,63246,47953,33354
