"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",17,886,35777,23013,22781,8669,30496,34392,1284,24948,24953,32342
"B",11,79,102,110,120,119,132,137,129,167,202,30651
"C",3,93,33,51,40,137,194,434,1655,2221,2677,30080
"D",6,40,37,42,109,325,1065,3572,7953,13203,12355,39606
"E",10,64,39,46,161,719,2570,6136,15559,14678,16676,31817
"F",10,67,65,115,236,947,3505,11348,15717,24016,27653,33430
"G",41,168,221,219,532,1772,5933,12065,22141,30822,21484,32676
"H",39,37180,55354,35014,23533,63671,35672,28046,54738,24548,17283,35910
