"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",37007,42298,39820,44091,41735,36916,40851,38964,34759,40249,34380,35793
"B",39888,458,570,521,756,699,1150,868,1572,1218,1288,35070
"C",44773,2804,3815,4220,3827,3847,6063,4510,4939,4579,4423,40494
"D",47399,14460,15991,17838,18393,18784,19000,18375,19843,17219,17671,39681
"E",42576,29350,34707,33412,30777,33368,43454,36482,39903,36122,34784,38153
"F",46381,33601,34643,37626,38748,44571,49471,49479,53837,45681,39752,40002
"G",41324,29504,27653,39447,34710,35911,47306,44613,45576,39055,38906,42261
"H",43346,42610,48061,45653,41232,49614,46004,43779,47094,44753,47430,34129
