"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",65,39112,41259,43105,47349,55338,55437,62373,55736,54240,56761,67337
"B",53,110,182,201,179,192,240,253,300,328,391,64630
"C",34,522,448,754,915,2267,3947,14006,19847,26657,22061,57395
"D",14,825,1083,1414,2473,6836,12792,28183,34161,36632,38631,54232
"E",12,809,1079,1434,2861,7513,17987,35998,44970,48574,40250,64671
"F",19,1132,1277,2058,3459,10610,23326,46819,52998,54492,38809,77914
"G",57,1769,1755,2302,4358,9721,23911,45350,60288,58234,49519,59202
"H",78,45466,48328,50585,52907,58318,59062,65513,67284,80706,74692,74814
