"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",100,57536,53654,61939,62451,54601,65585,58586,59525,53330,53660,53782
"B",66,158,236,288,289,333,305,356,293,308,368,63329
"C",33,12937,16830,23377,27572,36233,44804,40380,37729,37101,37625,63693
"D",52,12678,13582,19066,26719,37026,46911,40070,48764,41997,43979,58319
"E",39,9744,11538,15644,22287,30585,40989,47298,45205,44484,43064,52674
"F",112,10338,16477,19658,33732,37468,51286,45933,58598,48335,53719,56083
"G",156,69852,75237,78382,74591,78385,78852,74709,71220,78158,62894,52015
"H",145,65689,67794,74791,68957,71593,76983,68395,66576,71164,74308,63386
