"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",29326,34919,33099,34458,51141,33619,43926,33785,39206,31740,33301,38052
"B",30179,23472,31090,29671,35211,28622,33387,27100,30425,28548,28600,32936
"C",34356,29865,33557,36825,39923,34229,31829,31398,33310,28411,31162,33685
"D",35111,32840,46546,48792,44041,46872,39189,37513,39649,38630,34133,30720
"E",41591,41028,45169,44496,49960,46196,43181,41690,42074,39175,33415,33219
"F",34758,39284,52980,49103,48122,49034,43523,43471,44686,39303,33789,33713
"G",40761,40374,44718,45141,44827,45278,46598,45334,43136,41166,36348,36661
"H",29480,38724,47214,42706,52717,43455,39824,41385,40313,36237,36574,33105
