"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",41343,38532,36141,37828,32024,38911,30445,33228,30090,30593,31365,28023
"B",36923,536,588,581,648,757,806,1086,1082,1350,1540,28711
"C",35281,2315,3450,3073,3824,4301,3598,4945,3654,4050,4657,26124
"D",36562,11476,13636,12404,14409,15786,14257,14340,14722,13281,16497,26962
"E",40264,20257,20431,22926,24430,24232,24316,26250,32650,24846,30984,28218
"F",40525,26665,27285,28352,27888,33727,33985,35960,34613,33673,33591,29862
"G",45248,33991,32349,29329,31240,43424,38259,34788,38005,35856,34292,35515
"H",42672,47329,46745,46107,41710,49620,42312,36492,41056,35810,32979,31566
