"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",6787,9998,10043,10784,11175,8043,10555,13589,9771,8176,9963,9135
"B",8633,59,42,53,41,61,70,122,136,165,208,10768
"C",9576,100,61,70,104,205,396,666,1489,1851,1385,16072
"D",10320,108,139,176,254,311,1014,957,2375,3365,2612,10083
"E",8302,146,231,170,344,256,2551,2403,7335,7702,6500,12713
"F",10605,174,193,185,243,463,2228,5629,6999,13763,10287,10984
"G",12848,214,162,239,495,524,1749,4231,11442,10907,10608,10502
"H",6703,9706,10617,9242,12887,11655,12866,11135,10819,10781,10811,7821
