"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",249203,324135,304183,309944,305744,313286,309887,290621,272161,284719,189971,254495
"B",292644,271530,246093,262007,299154,262585,229456,255586,228437,256029,181151,274228
"C",325663,316953,297440,336411,323894,284431,319780,263078,280273,303056,260244,282902
"D",319779,309630,289117,319812,303044,337875,308742,300993,328694,308969,291514,274550
"E",346656,317933,346513,367790,356601,359668,324744,319122,297762,352431,273562,302227
"F",319068,330641,349260,356553,359143,355426,316499,351220,346762,353413,227216,306112
"G",294819,331322,337252,359448,354777,350689,366095,325299,337930,305912,300980,279476
"H",251156,307357,306138,326749,275730,312386,291036,285162,323065,284246,293717,261296
