"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",34967,34714,37422,37949,38153,33223,35487,31547,36264,30006,30553,31636
"B",36560,5689,4841,5009,4948,4343,5010,4677,4384,4142,4249,32606
"C",38309,11989,13823,13977,14299,13125,12020,10672,10890,11226,19505,33391
"D",38680,23721,23736,22623,23331,22924,22748,21977,20905,17869,20797,34151
"E",39475,30571,33281,35586,34463,35791,35139,33530,32382,30819,29222,35800
"F",41680,34730,37518,40523,39801,40720,40144,39731,38487,33882,31527,31396
"G",40817,37905,41130,40919,39702,41508,41811,41081,41973,33539,39015,31595
"H",34493,40944,39428,40929,42558,40188,38152,40963,40080,31215,36376,29069
