"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",39089,39792,37993,33820,38242,34358,31844,30329,29983,28946,28105,26375
"B",46147,214,142,118,105,113,104,116,118,132,125,31054
"C",44126,216,147,184,85,97,138,88,69,91,162,35752
"D",46042,15592,18244,17806,17657,15265,20833,13931,14209,13930,15318,34830
"E",46637,30655,30596,33256,33667,33611,34704,36452,32091,28549,27614,33002
"F",41261,39630,37622,49056,43015,40273,50860,33370,36050,40125,43545,29781
"G",51570,41931,47492,45354,45882,44996,46198,50780,48294,52450,47379,42949
"H",39636,47450,41372,50368,46426,47993,40433,37862,40633,44999,48221,41349
