"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",59019,66142,58591,63102,64854,61042,63386,61210,62705,58203,58832,59614
"B",69498,30804,39112,38461,38299,40201,42399,45164,39088,36572,38976,64095
"C",75783,40857,40218,40873,44075,47983,46465,49597,48143,45238,55488,66932
"D",80222,45575,55402,55815,57047,59542,60429,64330,57171,61975,57234,67792
"E",92775,64206,69653,72047,67760,71425,72591,72954,70229,65817,70828,72430
"F",84883,81543,80672,84014,77759,82910,78378,73334,76353,69006,71751,70754
"G",100161,95021,81579,78599,81875,83292,78098,74154,73089,69935,71121,69083
"H",88862,86651,77841,79849,76372,82374,76795,74117,70693,67341,59825,65279
