"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",52,31659,57357,40266,47858,44011,44621,53708,52096,51440,51956,49898
"B",33,1375,1843,2778,4335,9135,18337,36504,46191,48626,49509,61652
"C",22,1511,2225,3080,4767,7972,21142,36588,51108,49134,51099,62154
"D",20,1780,2917,3431,5022,8434,23888,41741,65424,68681,58400,63519
"E",27,3408,4523,4590,7214,12105,36700,50850,78281,71668,70305,69062
"F",29,2219,3187,2816,6842,12459,28842,54284,75274,72320,68996,66374
"G",74,3116,2911,4348,5999,10863,28421,48322,67594,74276,67676,73095
"H",73,60844,63474,62299,64664,61640,66507,66255,69446,64839,68512,59508
