"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",219,144350,181913,158185,263243,146739,203464,165668,157718,193034,149891,147624
"B",237,35271,61029,53947,59972,55883,71528,66196,78102,77455,70570,167063
"C",324,91694,133210,101176,86409,100601,200284,97315,107127,151629,95243,191258
"D",380,136071,160234,156285,164207,171376,190782,166944,164565,200815,166901,184070
"E",474,165831,199071,175756,198539,186182,238747,188523,183156,229005,198498,183744
"F",493,169779,240800,181553,218674,241029,239738,206064,238226,259746,213533,219283
"G",503,181812,190019,198619,167285,199628,213925,207324,211039,218760,178516,185920
"H",312,196069,209397,217118,185560,205562,218354,184387,217488,222041,185628,169000
