"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",171,71860,67478,76793,60350,76237,63469,73462,66949,63730,71713,61331
"B",196,73146,69183,65788,77791,71431,78145,65383,76295,71632,71048,63401
"C",235,74871,72466,80361,82336,79973,76023,68620,68795,75033,67683,68101
"D",248,83168,84117,85525,89862,89721,87383,71416,86366,80585,84781,62271
"E",267,80659,87061,86236,89047,93144,86150,78524,74558,83883,78199,68047
"F",237,93317,96604,106807,105599,98309,92270,81754,78324,88629,79402,72815
"G",236,82036,91289,96653,95015,100965,114556,90524,98002,90951,78213,66815
"H",166,62061,66856,67366,71741,68582,88803,67751,87140,75408,90970,65547
