"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",31114,34493,33051,30391,31017,30512,31322,33465,29446,30911,29369,27967
"B",32917,22174,22193,22673,35039,27553,26087,22951,28109,29978,34087,30219
"C",36996,26139,27957,29788,30457,30642,29530,28876,29514,28739,25925,26658
"D",35897,30942,33210,31655,30329,32556,34964,28855,34984,32475,28310,27077
"E",40638,33094,33420,34762,35926,35372,33247,34326,31410,33275,31496,29416
"F",39497,40263,37241,34703,35537,38650,35381,31199,42764,37237,34525,28625
"G",34573,39085,35162,37540,40131,40325,40518,26842,54011,38498,33758,26596
"H",32732,37440,37060,32076,42088,31825,39196,31811,40929,37479,29283,24615
