"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",27558,26522,26817,30708,28236,29003,28839,27200,28165,25647,24881,25313
"B",27913,20905,27980,23236,26422,24825,26279,24796,25712,26845,21563,21977
"C",32139,29359,33307,30758,32154,31755,32369,31696,30609,28024,25161,21152
"D",40832,26248,31448,33574,35475,34232,35984,35119,37176,31426,26931,23871
"E",36339,29772,35621,34709,35062,37785,37911,33434,35895,27134,30656,26663
"F",29335,26761,41486,32279,33784,31488,45271,38175,28198,31036,32315,28208
"G",38239,34765,34742,37132,33521,35103,41519,33866,41477,35208,35556,30661
"H",25826,30921,42652,42073,40780,28432,39024,29242,29272,35634,29927,24754
