"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",33057,34432,31978,36834,28808,29816,31821,28189,30527,28947,29080,24579
"B",29675,183,130,114,133,122,133,117,123,129,138,26811
"C",35352,8216,8278,9270,8655,7902,8377,9119,8605,8073,8014,25691
"D",32411,16383,17550,19962,20795,21243,18652,24534,20269,18281,18329,25429
"E",31774,24260,23954,28488,23000,27649,29396,30315,29803,28205,27954,28063
"F",31798,26029,26025,27232,26705,26613,24359,37351,30445,34860,41635,26972
"G",30171,27845,28935,28141,32439,33873,29899,35533,43433,39382,35079,30304
"H",27815,30512,25702,29785,32976,34319,34154,35298,36903,33479,33929,27014
