"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",7757,8142,6339,6800,7716,7738,8494,8396,7668,7652,7720,6638
"B",8381,34,33,20,27,21,14,28,30,22,38,6327
"C",8003,82,53,50,41,49,54,49,25,50,47,7162
"D",8195,269,251,151,212,193,220,212,139,140,155,6177
"E",8564,320,410,390,464,404,381,417,413,387,375,7930
"F",8349,357,408,421,458,382,479,424,489,404,386,8043
"G",9168,5571,8150,7353,8818,9757,10271,10253,9669,9549,8065,6388
"H",7226,7270,7489,7740,7360,7717,6701,8856,6558,6545,5872,5359
