"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",65885,70414,62384,82610,72371,83840,75578,74613,78562,77970,64817,71434
"B",76342,36972,45231,51242,49749,53085,61390,52427,59735,56398,63410,72429
"C",77107,53332,45751,48144,52122,56742,57905,58233,58032,57713,64632,67373
"D",79960,56947,57372,54000,59408,63358,68219,62064,62626,58675,56450,69398
"E",92625,86790,77236,72760,78024,77796,77765,75148,71784,70880,67113,64959
"F",81893,90848,87357,81463,79585,74744,83249,77228,74323,67830,75007,65507
"G",86992,100550,84875,86177,80481,77867,81434,79718,76850,73568,67635,69067
"H",82008,89953,100785,94312,77297,90969,76577,83768,72692,70538,65297,59764
