"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",31580,32838,31761,28742,29901,32646,31050,30891,28933,30281,27532,27613
"B",30575,170,91,112,105,105,107,112,89,120,134,28297
"C",37278,2614,4193,2899,3558,2962,3826,3318,3891,3379,3029,27342
"D",37213,25450,27712,32002,29484,30742,30383,27153,29684,26027,23452,32146
"E",41288,31243,34402,33623,32911,34128,31786,33665,33277,31437,28788,28219
"F",36587,31126,34942,33426,33434,33892,35617,35049,30624,31447,26201,29831
"G",38734,33653,38124,36770,36061,35495,38626,36999,35113,36389,30724,28942
"H",30790,33417,35380,30695,34838,37296,38100,35837,33611,36117,29059,30377
