"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",92,71768,65329,73246,73529,72687,81995,67782,63011,65365,61364,65019
"B",57,131,241,235,287,554,4503,42363,65240,64874,62132,60788
"C",31,2053,3223,2558,3733,10637,28718,47248,63234,64906,65545,61861
"D",19,2260,3289,2449,4066,9949,28717,49662,66899,63782,62814,62679
"E",23,1732,1710,2460,4099,8833,29558,52853,64573,59073,61988,63879
"F",31,2407,2338,3747,6028,11437,25736,36076,54785,55078,58033,65202
"G",73,2285,2432,2809,5001,9039,25179,45873,67526,58458,64025,57234
"H",88,75844,75033,79937,71773,73542,67378,72937,67278,68221,65536,64361
