"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",83960,95349,94073,89314,74772,96313,95135,92387,75443,97051,76013,80662
"B",94230,589,517,463,519,617,586,544,655,683,564,86877
"C",85907,50551,52442,61798,47322,57483,59470,65350,65912,71744,64328,81385
"D",94551,84885,82116,77690,76612,85283,77794,80251,75389,85755,72013,91132
"E",96477,81843,82767,85369,81336,79547,103774,101808,92651,102101,85436,89126
"F",105089,86751,84316,91045,82881,85973,109352,104101,105473,96276,96748,88049
"G",93081,84243,74940,86301,86024,83461,88873,92092,98415,91190,87625,90461
"H",89363,96705,88116,83369,87517,90252,93316,93149,93900,98879,81568,83832
