"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",81836,77174,76793,76853,81315,79360,73369,78075,67663,79098,69559,64806
"B",97383,7749,6728,6253,5135,7779,6765,9555,7665,6139,8114,75094
"C",94332,25123,25635,22148,26427,25207,31761,31539,25327,25100,24066,74634
"D",93262,36716,35913,32856,35650,35225,42963,35740,33806,35895,37886,80652
"E",97795,71996,66135,62368,68371,65470,78479,75988,73952,61386,74149,72407
"F",94561,95649,94136,78239,93099,83679,91149,86665,89169,76463,88527,66532
"G",90623,99790,95088,81718,95265,83413,89016,91732,90122,80133,86477,71638
"H",75678,90973,88979,85123,95802,88279,83318,80276,83384,79426,77391,66932
