"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",21,24095,11619,19068,26876,1904,19126,18836,10013,15749,9283,10374
"B",12,71,49,134,317,262,2857,8231,16734,25900,26238,30036
"C",12,21,36,62,206,270,2820,9374,6450,29586,23236,34344
"D",4,45,30,110,302,596,2679,7854,22340,24887,29378,27041
"E",6,53,40,49,92,840,2701,8594,19894,24598,27658,34730
"F",6,52,67,79,206,590,2587,7960,15869,29536,22286,26400
"G",24,102,142,167,299,554,3796,6457,11537,20731,25913,28241
"H",43,42629,35489,23606,37097,38800,32379,30328,32356,21168,23298,28875
