"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",121687,127935,97511,124219,150056,148905,155276,141538,128479,135596,125528,104487
"B",152911,115996,951,26576,153526,148909,141753,143913,129648,134340,137406,135795
"C",156512,115046,88706,111576,117279,130199,147426,96156,108721,119597,106990,143258
"D",147282,138233,99630,123544,139992,149408,119062,157402,136214,119183,114624,139719
"E",138591,138328,116634,138109,131683,146684,138990,123198,124722,144649,119027,126041
"F",142646,147355,112840,134054,141404,145429,151639,141290,157434,141225,115064,142230
"G",131879,124796,107659,138943,122924,146305,156439,131647,145937,137000,140259,129832
"H",129448,142496,137469,138587,148056,131767,136168,139963,129655,124366,116019,119478
