"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",10632,12001,13030,10981,13320,14250,10471,15648,11603,13844,10256,10980
"B",11169,216,110,127,209,341,891,2164,3291,6409,5881,12962
"C",10799,189,89,244,545,295,1502,2571,6316,6912,9417,9786
"D",10361,173,137,165,350,495,1382,2074,8135,8571,8043,12632
"E",11429,229,169,226,270,608,1331,4472,209,7588,8752,8614
"F",11267,171,308,255,233,422,988,3754,8310,9622,10214,12661
"G",7769,236,218,176,304,1814,1663,4918,9726,12259,14467,10109
"H",8631,12380,10786,11263,12082,12064,11010,13939,16161,14639,12314,8234
